city,city_ibge_code,confirmed,confirmed_per_100k_inhabitants,date,death_rate,deaths,estimated_population_2019,is_last,order_for_place,place_type,state
Florianópolis,4205407,20,3.99223,2020-03-26,,0,500973,FALSE,15,city,SC
Gaspar,4205902,1,1.43598,2020-03-26,,0,69639,FALSE,4,city,SC
Gravatal,4206207,3,26.08469,2020-03-26,,0,11501,FALSE,6,city,SC
Içara,4207007,1,1.77239,2020-03-26,,0,56421,FALSE,4,city,SC
Imbituba,4207304,5,11.14753,2020-03-26,,0,44853,FALSE,7,city,SC
Importados/Indefinidos,,8,,2020-03-26,,0,,FALSE,2,city,SC
Itajaí,4208203,16,7.2881,2020-03-26,,0,219536,FALSE,6,city,SC
Itapema,4208302,1,1.53111,2020-03-26,,0,65312,FALSE,1,city,SC
Jaguaruna,4208807,2,9.98801,2020-03-26,,0,20024,FALSE,6,city,SC
Jaraguá do Sul,4208906,2,1.12551,2020-03-26,,0,177697,FALSE,7,city,SC
Joinville,4209102,7,1.1855,2020-03-26,,0,590466,FALSE,14,city,SC
Lages,4209300,1,0.63474,2020-03-26,,0,157544,FALSE,5,city,SC
Laguna,4209409,0,,2020-03-26,,0,45814,FALSE,3,city,SC
Navegantes,4211306,3,3.68211,2020-03-26,,0,81475,FALSE,7,city,SC
Pomerode,4213203,1,2.9898,2020-03-26,,0,33447,FALSE,7,city,SC
Porto Belo,4213500,3,14.02656,2020-03-26,,0,21388,FALSE,4,city,SC
Rancho Queimado,4214300,2,69.4927,2020-03-26,,0,2878,FALSE,13,city,SC
São José,4216602,8,3.2443,2020-03-26,0.125,1,246586,FALSE,8,city,SC
São Ludgero,4217006,1,7.45712,2020-03-26,,0,13410,FALSE,2,city,SC
São Pedro de Alcântara,4217253,1,17.17328,2020-03-26,,0,5823,FALSE,2,city,SC
Siderópolis,4217600,2,14.27857,2020-03-26,,0,14007,FALSE,1,city,SC
Tijucas,4218004,1,2.60369,2020-03-26,,0,38407,FALSE,3,city,SC
Timbé do Sul,4218103,1,18.69858,2020-03-26,,0,5348,FALSE,1,city,SC
Tubarão,4218707,8,7.56959,2020-03-26,,0,105686,FALSE,9,city,SC
,42,149,2.07961,2020-03-26,0.0067,1,7164788,FALSE,15,state,SC
Arujá,3503901,1,1.11329,2020-03-26,,0,89824,FALSE,1,city,SP
Barueri,3505708,3,1.09416,2020-03-26,,0,274182,FALSE,5,city,SP
Caieiras,3509007,2,1.97103,2020-03-26,,0,101470,FALSE,2,city,SP
Campinas,3509502,4,0.33221,2020-03-26,,0,1204073,FALSE,5,city,SP
Carapicuíba,3510609,2,0.49884,2020-03-26,,0,400927,FALSE,7,city,SP
Cotia,3513009,5,2.00634,2020-03-26,,0,249210,FALSE,5,city,SP
Embu das Artes,3515004,1,0.36533,2020-03-26,,0,273726,FALSE,2,city,SP
Ferraz de Vasconcelos,3515707,1,0.51473,2020-03-26,,0,194276,FALSE,9,city,SP
Guarulhos,3518800,9,0.65256,2020-03-26,0.1111,1,1379182,FALSE,6,city,SP
Hortolândia,3519071,1,0.43318,2020-03-26,,0,230851,FALSE,3,city,SP
Importados/Indefinidos,,37,,2020-03-26,0.027,1,,FALSE,4,city,SP
Iracemápolis,3521408,1,4.12626,2020-03-26,,0,24235,FALSE,2,city,SP
Jaguariúna,3524709,1,1.73949,2020-03-26,,0,57488,FALSE,5,city,SP
Jundiaí,3525904,2,0.47737,2020-03-26,,0,418962,FALSE,2,city,SP
Louveira,3527306,2,4.09123,2020-03-26,,0,48885,FALSE,1,city,SP
Mairiporã,3528502,1,0.99821,2020-03-26,,0,100179,FALSE,1,city,SP
Mauá,3529401,2,0.42291,2020-03-26,,0,472912,FALSE,7,city,SP
Mogi das Cruzes,3530607,7,1.57006,2020-03-26,,0,445842,FALSE,3,city,SP
Osasco,3534401,3,0.42954,2020-03-26,,0,698418,FALSE,4,city,SP
Poá,3539806,1,0.85141,2020-03-26,,0,117452,FALSE,2,city,SP
Ribeirão Pires,3543303,1,0.81042,2020-03-26,,0,123393,FALSE,2,city,SP
Ribeirão Preto,3543402,1,0.14219,2020-03-26,1,1,703293,FALSE,1,city,SP
Rio Claro,3543907,1,0.48444,2020-03-26,,0,206424,FALSE,2,city,SP
Santana de Parnaíba,3547304,6,4.30271,2020-03-26,,0,139447,FALSE,14,city,SP
Santo André,3547809,16,2.22602,2020-03-26,,0,718773,FALSE,7,city,SP
São Bernardo do Campo,3548708,13,1.54958,2020-03-26,,0,838936,FALSE,7,city,SP
São Caetano do Sul,3548807,17,10.55068,2020-03-26,,0,161127,FALSE,7,city,SP
São José do Rio Preto,3549805,1,0.21707,2020-03-26,,0,460671,FALSE,5,city,SP
São José dos Campos,3549904,2,0.27703,2020-03-26,,0,721944,FALSE,4,city,SP
São Paulo,3550308,899,7.33756,2020-03-26,0.059,53,12252023,FALSE,23,city,SP
São Sebastião,3550704,2,2.2477,2020-03-26,,0,88980,FALSE,2,city,SP
Suzano,3552502,2,0.67196,2020-03-26,,0,297637,FALSE,4,city,SP
Taboão da Serra,3552809,2,0.69046,2020-03-26,0.5,1,289664,FALSE,2,city,SP
Tatuí,3554003,1,0.82125,2020-03-26,,0,121766,FALSE,1,city,SP
Taubaté,3554102,1,0.31754,2020-03-26,,0,314924,FALSE,4,city,SP
Valinhos,3556206,1,0.77404,2020-03-26,,0,129193,FALSE,2,city,SP
Vargem Grande Paulista,3556453,1,1.90125,2020-03-26,1,1,52597,FALSE,3,city,SP
,35,1052,2.29099,2020-03-26,0.0551,58,45919049,FALSE,28,state,SP
Palmas,1721000,8,2.67445,2020-03-26,,0,299127,FALSE,8,city,TO
,17,8,0.50863,2020-03-26,,0,1572866,FALSE,7,state,TO
Rio Branco,1200401,23,5.64668,2020-03-25,,0,407319,FALSE,9,city,AC
,12,23,2.6079,2020-03-25,,0,881935,FALSE,9,state,AC
Maceió,2704302,10,0.9814,2020-03-25,,0,1018948,FALSE,15,city,AL
Porto Real do Colégio,2707503,1,4.98355,2020-03-25,,0,20066,FALSE,1,city,AL
,27,11,0.3296,2020-03-25,,0,3337357,FALSE,15,state,AL
Manaus,1302603,52,2.3823,2020-03-25,,,2182763,FALSE,9,city,AM
Parintins,1303403,2,1.75019,2020-03-25,0.5,1,114273,FALSE,3,city,AM
,13,54,1.3029,2020-03-25,0.0185,1,4144597,FALSE,9,state,AM
Macapá,1600303,2,0.39736,2020-03-25,,0,503327,FALSE,6,city,AP
,16,2,0.23648,2020-03-25,,0,845731,FALSE,6,state,AP
Barreiras,2903201,1,0.64334,2020-03-25,,0,155439,FALSE,4,city,BA
Brumado,2904605,1,1.48821,2020-03-25,,0,67195,FALSE,3,city,BA
Camaçari,2905701,1,0.3343,2020-03-25,,0,299132,FALSE,6,city,BA
Canarana,2906204,1,3.82029,2020-03-25,,0,26176,FALSE,1,city,BA
Conceição do Jacuípe,2908507,1,3.01632,2020-03-25,,0,33153,FALSE,4,city,BA
Conde,2908606,1,3.87042,2020-03-25,,0,25837,FALSE,2,city,BA
Feira de Santana,2910800,8,1.30108,2020-03-25,,0,614872,FALSE,18,city,BA
Ilhéus,2913606,1,0.61604,2020-03-25,,0,162327,FALSE,1,city,BA
Importados/Indefinidos,,3,,2020-03-25,,0,,FALSE,2,city,BA
Itabuna,2914802,1,0.46899,2020-03-25,,0,213223,FALSE,7,city,BA
Jequié,2918001,1,0.64117,2020-03-25,,0,155966,FALSE,3,city,BA
Juazeiro,2918407,2,0.92291,2020-03-25,,0,216707,FALSE,3,city,BA
Lauro de Freitas,2919207,3,1.51179,2020-03-25,,0,198440,FALSE,7,city,BA
Porto Seguro,2925303,8,5.38047,2020-03-25,,0,148686,FALSE,10,city,BA
Prado,2925501,2,7.09874,2020-03-25,,0,28174,FALSE,9,city,BA
Salvador,2927408,54,1.88,2020-03-25,,0,2872347,FALSE,12,city,BA
São Domingos,2928950,1,11.03996,2020-03-25,,0,9058,FALSE,1,city,BA
Teixeira de Freitas,2931350,1,0.6231,2020-03-25,,0,160487,FALSE,2,city,BA
,29,91,0.61184,2020-03-25,,0,14873064,FALSE,18,state,BA
Aquiraz,2301000,6,7.47468,2020-03-25,,0,80271,FALSE,9,city,CE
Fortaleza,2304400,196,7.34263,2020-03-25,,0,2669342,FALSE,9,city,CE
Fortim,2304459,1,6.06796,2020-03-25,,0,16480,FALSE,6,city,CE
Importados/Indefinidos,,2,,2020-03-25,,0,,FALSE,7,city,CE
Juazeiro do Norte,2307304,1,0.36469,2020-03-25,,0,274207,FALSE,6,city,CE
Mauriti,2308104,1,2.08498,2020-03-25,,0,47962,FALSE,2,city,CE
Sobral,2312908,4,1.91447,2020-03-25,,0,208935,FALSE,7,city,CE
,23,211,2.31054,2020-03-25,,0,9132078,FALSE,10,state,CE
Brasília,5300108,191,6.33443,2020-03-25,,0,3015268,FALSE,18,city,DF
,53,191,6.33443,2020-03-25,,0,3015268,FALSE,18,state,DF
Cachoeiro de Itapemirim,3201209,1,0.47853,2020-03-25,,,208972,FALSE,6,city,ES
Cariacica,3201308,1,0.26227,2020-03-25,,,381285,FALSE,6,city,ES
Importados/Indefinidos,,1,,2020-03-25,,,,FALSE,2,city,ES
Linhares,3203205,3,1.72856,2020-03-25,,,173555,FALSE,7,city,ES
Santa Teresa,3204609,1,4.23908,2020-03-25,,,23590,FALSE,3,city,ES
Serra,3205002,1,0.19323,2020-03-25,,,517510,FALSE,3,city,ES
Vila Velha,3205200,17,3.44242,2020-03-25,,,493838,FALSE,7,city,ES
Vitória,3205309,15,4.14254,2020-03-25,,,362097,FALSE,7,city,ES
,32,40,0.99536,2020-03-25,,,4018650,FALSE,21,state,ES
Anápolis,5201108,3,0.77535,2020-03-25,,0,386923,FALSE,9,city,GO
Aparecida de Goiânia,5201405,2,0.34591,2020-03-25,,0,578179,FALSE,7,city,GO
Catalão,5205109,1,0.91892,2020-03-25,,0,108823,FALSE,4,city,GO
Goiânia,5208707,15,0.98937,2020-03-25,,0,1516113,FALSE,13,city,GO
Importados/Indefinidos,,3,,2020-03-25,,0,,FALSE,6,city,GO
Jataí,5211909,1,0.99126,2020-03-25,,0,100882,FALSE,7,city,GO
Luziânia,5212501,1,0.48008,2020-03-25,,0,208299,FALSE,1,city,GO
Rio Verde,5218805,6,2.54618,2020-03-25,,0,235647,FALSE,13,city,GO
Silvânia,5220603,1,4.83209,2020-03-25,,0,20695,FALSE,1,city,GO
Valparaíso de Goiás,5221858,2,1.18717,2020-03-25,,0,168468,FALSE,2,city,GO
,52,35,0.49869,2020-03-25,,0,7018354,FALSE,14,state,GO
São Luís,2111300,8,0.72603,2020-03-25,,0,1101884,FALSE,6,city,MA
,21,8,0.11307,2020-03-25,,0,7075181,FALSE,6,state,MA
Belo Horizonte,3106200,90,3.5827,2020-03-25,,0,2512070,FALSE,9,city,MG
Betim,3106705,1,0.22761,2020-03-25,,0,439340,FALSE,3,city,MG
Bom Despacho,3107406,1,1.97609,2020-03-25,,0,50605,FALSE,3,city,MG
Campos Altos,3111507,1,6.46789,2020-03-25,,0,15461,FALSE,3,city,MG
Contagem,3118601,2,0.30127,2020-03-25,,0,663855,FALSE,3,city,MG
Coronel Fabriciano,3119401,1,0.91029,2020-03-25,,0,109855,FALSE,8,city,MG
Divinópolis,3122306,1,0.41976,2020-03-25,,0,238230,FALSE,16,city,MG
Importados/Indefinidos,,2,,2020-03-25,,0,,FALSE,4,city,MG
Ipatinga,3131307,1,0.37964,2020-03-25,,0,263410,FALSE,12,city,MG
Juiz de Fora,3136702,8,1.40629,2020-03-25,,0,568873,FALSE,10,city,MG
Lagoa da Prata,3137205,1,1.91699,2020-03-25,,0,52165,FALSE,3,city,MG
Mariana,3140001,2,3.29359,2020-03-25,,0,60724,FALSE,5,city,MG
Nova Lima,3144805,7,7.37704,2020-03-25,,0,94889,FALSE,8,city,MG
Patrocínio,3148103,1,1.10184,2020-03-25,,0,90757,FALSE,10,city,MG
Poços de Caldas,3151800,1,0.59738,2020-03-25,,0,167397,FALSE,5,city,MG
Sete Lagoas,3167202,2,0.83459,2020-03-25,,0,239639,FALSE,8,city,MG
Timóteo,3168705,1,1.11307,2020-03-25,,0,89842,FALSE,3,city,MG
Uberaba,3170107,3,0.89879,2020-03-25,,0,333783,FALSE,5,city,MG
Uberlândia,3170206,7,1.01258,2020-03-25,,0,691305,FALSE,8,city,MG
,31,133,0.62828,2020-03-25,,0,21168791,FALSE,17,state,MG
Campo Grande,5002704,22,2.45541,2020-03-25,,0,895982,FALSE,12,city,MS
Ponta Porã,5006606,1,1.08078,2020-03-25,,0,92526,FALSE,5,city,MS
Sidrolândia,5007901,1,1.73415,2020-03-25,,0,57665,FALSE,7,city,MS
,50,24,0.86362,2020-03-25,,0,2778986,FALSE,12,state,MS
Cuiabá,5103403,6,0.97952,2020-03-25,,0,612547,FALSE,4,city,MT
Nova Monte Verde,5108956,1,10.89562,2020-03-25,,0,9178,FALSE,2,city,MT
Várzea Grande,5108402,2,0.70183,2020-03-25,,0,284971,FALSE,3,city,MT
,51,9,0.25829,2020-03-25,,0,3484466,FALSE,5,state,MT
Ananindeua,1500800,2,0.37693,2020-03-25,,0,530598,FALSE,1,city,PA
Belém,1501402,4,0.26796,2020-03-25,,0,1492745,FALSE,8,city,PA
Marabá,1504208,1,0.35798,2020-03-25,,0,279349,FALSE,3,city,PA
,15,7,0.08137,2020-03-25,,0,8602865,FALSE,8,state,PA
Igaracy,2502607,1,16.34788,2020-03-25,,0,6117,FALSE,3,city,PB
João Pessoa,2507507,4,0.49443,2020-03-25,,0,809015,FALSE,8,city,PB
,25,5,0.12444,2020-03-25,,0,4018127,FALSE,14,state,PB
Belo Jardim,2601706,1,1.30823,2020-03-25,,,76439,FALSE,7,city,PE
Caruaru,2604106,1,0.27692,2020-03-25,,,361118,FALSE,3,city,PE
Importados/Indefinidos,,5,,2020-03-25,,,,FALSE,9,city,PE
Jaboatão dos Guararapes,2607901,3,0.42717,2020-03-25,,,702298,FALSE,7,city,PE
Olinda,2609600,3,0.76437,2020-03-25,,,392482,FALSE,4,city,PE
Petrolina,2611101,2,0.57283,2020-03-25,,,349145,FALSE,3,city,PE
Recife,2611606,31,1.88367,2020-03-25,0.0323,1,1645727,FALSE,11,city,PE
,26,46,0.48132,2020-03-25,0.0217,1,9557071,FALSE,14,state,PE
Teresina,2211001,9,1.04065,2020-03-25,,0,864845,FALSE,6,city,PI
,22,8,0.24441,2020-03-25,,0,3273227,FALSE,6,state,PI
Campo Largo,4104204,1,0.75756,2020-03-25,,0,132002,FALSE,9,city,PR
Campo Mourão,4104303,1,1.0542,2020-03-25,,0,94859,FALSE,1,city,PR
Cascavel,4104808,2,0.60891,2020-03-25,,0,328454,FALSE,3,city,PR
Cianorte,4105508,6,7.26216,2020-03-25,,0,82620,FALSE,12,city,PR
Colombo,4105805,2,0.82059,2020-03-25,,0,243726,FALSE,4,city,PR
Curitiba,4106902,60,3.10381,2020-03-25,,0,1933105,FALSE,12,city,PR
Faxinal,4107603,1,5.79677,2020-03-25,,0,17251,FALSE,1,city,PR
Foz do Iguaçu,4108304,5,1.934,2020-03-25,,0,258532,FALSE,8,city,PR
Guaíra,4108809,1,3.01941,2020-03-25,,0,33119,FALSE,6,city,PR
Importados/Indefinidos,,4,,2020-03-25,,0,,FALSE,4,city,PR
Londrina,4113700,3,0.52656,2020-03-25,,0,569733,FALSE,9,city,PR
Maringá,4115200,2,0.47207,2020-03-25,,0,423666,FALSE,8,city,PR
Paranavaí,4118402,1,1.13155,2020-03-25,,0,88374,FALSE,2,city,PR
Pato Branco,4118501,1,1.20655,2020-03-25,,0,82881,FALSE,5,city,PR
Pinhais,4119152,3,2.27003,2020-03-25,,0,132157,FALSE,5,city,PR
Ponta Grossa,4119905,3,0.85291,2020-03-25,,0,351736,FALSE,5,city,PR
Telêmaco Borba,4127106,1,1.26624,2020-03-25,,0,78974,FALSE,2,city,PR
Umuarama,4128104,0,,2020-03-25,,0,111557,FALSE,5,city,PR
,41,97,0.84835,2020-03-25,,0,11433957,FALSE,12,state,PR
Barra Mansa,3300407,1,0.54226,2020-03-25,,0,184412,FALSE,13,city,RJ
Campos dos Goytacazes,3301009,1,0.19703,2020-03-25,,0,507548,FALSE,2,city,RJ
Duque de Caxias,3301702,2,0.21749,2020-03-25,,0,919596,FALSE,2,city,RJ
Guapimirim,3301850,1,1.65243,2020-03-25,,0,60517,FALSE,7,city,RJ
Importados/Indefinidos,,0,,2020-03-25,,0,,FALSE,5,city,RJ
Miguel Pereira,3302908,1,3.91573,2020-03-25,1,1,25538,FALSE,6,city,RJ
Niterói,3303302,19,3.69949,2020-03-25,0.0526,1,513584,FALSE,10,city,RJ
Petrópolis,3303906,3,0.97978,2020-03-25,0.3333,1,306191,FALSE,5,city,RJ
Resende,3304201,1,0.76138,2020-03-25,,0,131341,FALSE,1,city,RJ
Rio de Janeiro,3304557,331,4.9264,2020-03-25,0.0151,5,6718903,FALSE,12,city,RJ
São Gonçalo,3304904,3,0.27654,2020-03-25,,0,1084839,FALSE,3,city,RJ
Valença,3306107,1,1.3068,2020-03-25,,0,76523,FALSE,1,city,RJ
Volta Redonda,3306305,6,2.19771,2020-03-25,,0,273012,FALSE,2,city,RJ
,33,370,2.14307,2020-03-25,0.0216,8,17264943,FALSE,13,state,RJ
Mossoró,2408003,1,0.33627,2020-03-25,,0,297378,FALSE,4,city,RN
Natal,2408102,9,1.01796,2020-03-25,,0,884122,FALSE,9,city,RN
Parnamirim,2403251,4,1.52982,2020-03-25,,0,261469,FALSE,5,city,RN
,24,14,0.39922,2020-03-25,,0,3506853,FALSE,9,state,RN
Ji-Paraná,1100122,1,0.77538,2020-03-25,,0,128969,FALSE,5,city,RO
Porto Velho,1100205,4,0.75537,2020-03-25,,0,529544,FALSE,4,city,RO
,11,5,0.28134,2020-03-25,,0,1777225,FALSE,5,state,RO
Boa Vista,1400100,7,1.75345,2020-03-25,,0,399213,FALSE,5,city,RR
Bonfim,1400159,1,8.05867,2020-03-25,,0,12409,FALSE,2,city,RR
,14,8,1.32065,2020-03-25,,0,605761,FALSE,5,state,RR
Alvorada,4300604,2,0.951,2020-03-25,,0,210305,FALSE,7,city,RS
Anta Gorda,4300703,2,33.43922,2020-03-25,,0,5981,FALSE,2,city,RS
Bagé,4301602,7,5.7783,2020-03-25,,0,121143,FALSE,7,city,RS
Bento Gonçalves,4302105,2,1.66038,2020-03-25,,0,120454,FALSE,6,city,RS
Camaquã,4303509,0,,2020-03-25,,0,66261,FALSE,2,city,RS
Campo Bom,4303905,2,2.99796,2020-03-25,,0,66712,FALSE,13,city,RS
Canoas,4304606,6,1.73102,2020-03-25,,0,346616,FALSE,5,city,RS
Capão da Canoa,4304630,2,3.7701,2020-03-25,,0,53049,FALSE,3,city,RS
Carlos Barbosa,4304804,1,3.35199,2020-03-25,,0,29833,FALSE,5,city,RS
Caxias do Sul,4305108,3,0.58719,2020-03-25,,0,510906,FALSE,11,city,RS
Cerro Grande do Sul,4305173,1,8.1706,2020-03-25,,0,12239,FALSE,1,city,RS
Charqueadas,4305355,1,2.45164,2020-03-25,,0,40789,FALSE,5,city,RS
Cruzeiro do Sul,4306205,1,8.09848,2020-03-25,,0,12348,FALSE,3,city,RS
Dois Irmãos,4306403,1,3.06082,2020-03-25,,0,32671,FALSE,5,city,RS
Dom Pedrito,4306601,1,2.60004,2020-03-25,,0,38461,FALSE,1,city,RS
Eldorado do Sul,4306767,1,2.42219,2020-03-25,,0,41285,FALSE,5,city,RS
Erechim,4307005,3,2.83388,2020-03-25,,0,105862,FALSE,7,city,RS
Estância Velha,4307609,1,1.99912,2020-03-25,,0,50022,FALSE,4,city,RS
Estrela,4307807,1,2.93118,2020-03-25,,0,34116,FALSE,5,city,RS
Farroupilha,4307906,1,1.38253,2020-03-25,,0,72331,FALSE,7,city,RS
Garibaldi,4308607,1,2.85144,2020-03-25,,0,35070,FALSE,2,city,RS
Gravataí,4309209,1,0.35522,2020-03-25,,0,281519,FALSE,1,city,RS
Ivoti,4310801,2,8.23282,2020-03-25,,0,24293,FALSE,6,city,RS
Lajeado,4311403,5,5.95139,2020-03-25,,0,84014,FALSE,5,city,RS
Osório,4313508,1,2.1742,2020-03-25,,0,45994,FALSE,3,city,RS
Paraí,4314001,1,13.05995,2020-03-25,,0,7657,FALSE,2,city,RS
Pelotas,4314407,1,0.29205,2020-03-25,,0,342405,FALSE,1,city,RS
Porto Alegre,4314902,87,5.86344,2020-03-25,0.0115,1,1483771,FALSE,12,city,RS
Rio Grande,4315602,2,0.94784,2020-03-25,,0,211005,FALSE,3,city,RS
Santa Maria,4316907,2,0.70891,2020-03-25,,0,282123,FALSE,4,city,RS
Sant'Ana do Livramento,4317103,4,5.19298,2020-03-25,,0,77027,FALSE,6,city,RS
Santiago,4317400,1,2.02327,2020-03-25,,0,49425,FALSE,3,city,RS
Santo Antônio da Patrulha,4317608,1,2.33133,2020-03-25,,0,42894,FALSE,4,city,RS
São Leopoldo,4318705,1,0.42223,2020-03-25,,0,236835,FALSE,5,city,RS
Sapiranga,4319901,2,2.44696,2020-03-25,,0,81734,FALSE,8,city,RS
Serafina Corrêa,4320404,3,17.1409,2020-03-25,,0,17502,FALSE,5,city,RS
Taquara,4321204,1,1.74016,2020-03-25,,0,57466,FALSE,7,city,RS
Torres,4321501,6,15.49107,2020-03-25,,0,38732,FALSE,5,city,RS
Viamão,4323002,1,0.39181,2020-03-25,,0,255224,FALSE,3,city,RS
,43,162,1.4239,2020-03-25,0.0062,1,11377239,FALSE,13,state,RS
Balneário Arroio do Silva,4201950,1,7.65052,2020-03-25,,0,13071,FALSE,1,city,SC
Balneário Camboriú,4202008,7,4.91936,2020-03-25,,0,142295,FALSE,8,city,SC
Blumenau,4202404,9,2.5196,2020-03-25,,0,357199,FALSE,4,city,SC
Braço do Norte,4202800,9,26.90583,2020-03-25,,0,33450,FALSE,11,city,SC
Camboriú,4203204,2,2.40996,2020-03-25,,0,82989,FALSE,1,city,SC
Canelinha,4203709,1,8.16993,2020-03-25,,0,12240,FALSE,1,city,SC
Chapecó,4204202,2,0.90758,2020-03-25,,0,220367,FALSE,6,city,SC
Criciúma,4204608,11,5.11186,2020-03-25,,0,215186,FALSE,6,city,SC
Florianópolis,4205407,16,3.19378,2020-03-25,,0,500973,FALSE,14,city,SC
Gaspar,4205902,1,1.43598,2020-03-25,,0,69639,FALSE,3,city,SC
Gravatal,4206207,3,26.08469,2020-03-25,,0,11501,FALSE,5,city,SC
Içara,4207007,1,1.77239,2020-03-25,,0,56421,FALSE,3,city,SC
Imbituba,4207304,4,8.91802,2020-03-25,,0,44853,FALSE,6,city,SC
Importados/Indefinidos,,8,,2020-03-25,,0,,FALSE,1,city,SC
Itajaí,4208203,12,5.46607,2020-03-25,,0,219536,FALSE,5,city,SC
Jaguaruna,4208807,2,9.98801,2020-03-25,,0,20024,FALSE,5,city,SC
Jaraguá do Sul,4208906,2,1.12551,2020-03-25,,0,177697,FALSE,6,city,SC
Joinville,4209102,5,0.84679,2020-03-25,,0,590466,FALSE,13,city,SC
Lages,4209300,1,0.63474,2020-03-25,,0,157544,FALSE,4,city,SC
Laguna,4209409,1,2.18274,2020-03-25,,0,45814,FALSE,2,city,SC
Navegantes,4211306,3,3.68211,2020-03-25,,0,81475,FALSE,6,city,SC
Pomerode,4213203,1,2.9898,2020-03-25,,0,33447,FALSE,6,city,SC
Porto Belo,4213500,2,9.35104,2020-03-25,,0,21388,FALSE,3,city,SC
Rancho Queimado,4214300,2,69.4927,2020-03-25,,0,2878,FALSE,12,city,SC
São José,4216602,5,2.02769,2020-03-25,,0,246586,FALSE,7,city,SC
São Ludgero,4217006,1,7.45712,2020-03-25,,0,13410,FALSE,1,city,SC
São Pedro de Alcântara,4217253,1,17.17328,2020-03-25,,0,5823,FALSE,1,city,SC
Tijucas,4218004,1,2.60369,2020-03-25,,0,38407,FALSE,2,city,SC
Tubarão,4218707,8,7.56959,2020-03-25,,0,105686,FALSE,8,city,SC
,42,122,1.70277,2020-03-25,,0,7164788,FALSE,14,state,SC
Aracaju,2800308,13,1.97865,2020-03-25,,0,657013,FALSE,7,city,SE
Nossa Senhora da Glória,2804508,1,2.70827,2020-03-25,,0,36924,FALSE,3,city,SE
Propriá,2805703,2,6.75083,2020-03-25,,0,29626,FALSE,4,city,SE
,28,16,0.69605,2020-03-25,,0,2298696,FALSE,7,state,SE
Barueri,3505708,1,0.36472,2020-03-25,,0,274182,FALSE,4,city,SP
Caieiras,3509007,1,0.98551,2020-03-25,,0,101470,FALSE,1,city,SP
Campinas,3509502,4,0.33221,2020-03-25,,0,1204073,FALSE,4,city,SP
Carapicuíba,3510609,2,0.49884,2020-03-25,,0,400927,FALSE,6,city,SP
Cotia,3513009,6,2.40761,2020-03-25,,0,249210,FALSE,4,city,SP
Embu das Artes,3515004,1,0.36533,2020-03-25,,0,273726,FALSE,1,city,SP
Ferraz de Vasconcelos,3515707,1,0.51473,2020-03-25,,0,194276,FALSE,8,city,SP
Guarulhos,3518800,5,0.36253,2020-03-25,0.2,1,1379182,FALSE,5,city,SP
Hortolândia,3519071,2,0.86636,2020-03-25,,0,230851,FALSE,2,city,SP
Importados/Indefinidos,,43,,2020-03-25,,0,,FALSE,3,city,SP
Iracemápolis,3521408,1,4.12626,2020-03-25,,0,24235,FALSE,1,city,SP
Jaguariúna,3524709,1,1.73949,2020-03-25,,0,57488,FALSE,4,city,SP
Jundiaí,3525904,1,0.23869,2020-03-25,,0,418962,FALSE,1,city,SP
Mauá,3529401,2,0.42291,2020-03-25,,0,472912,FALSE,6,city,SP
Mogi das Cruzes,3530607,4,0.89718,2020-03-25,,0,445842,FALSE,2,city,SP
Osasco,3534401,3,0.42954,2020-03-25,0.3333,1,698418,FALSE,3,city,SP
Poá,3539806,1,0.85141,2020-03-25,,0,117452,FALSE,1,city,SP
Ribeirão Pires,3543303,1,0.81042,2020-03-25,,0,123393,FALSE,1,city,SP
Rio Claro,3543907,1,0.48444,2020-03-25,,0,206424,FALSE,1,city,SP
Santana de Parnaíba,3547304,4,2.86847,2020-03-25,,0,139447,FALSE,13,city,SP
Santo André,3547809,17,2.36514,2020-03-25,,0,718773,FALSE,6,city,SP
São Bernardo do Campo,3548708,13,1.54958,2020-03-25,,0,838936,FALSE,6,city,SP
São Caetano do Sul,3548807,16,9.93006,2020-03-25,,0,161127,FALSE,6,city,SP
São José do Rio Preto,3549805,1,0.21707,2020-03-25,,0,460671,FALSE,4,city,SP
São José dos Campos,3549904,2,0.27703,2020-03-25,,0,721944,FALSE,3,city,SP
São Paulo,3550308,722,5.8929,2020-03-25,0.0609,44,12252023,FALSE,22,city,SP
São Sebastião,3550704,2,2.2477,2020-03-25,,0,88980,FALSE,1,city,SP
Suzano,3552502,1,0.33598,2020-03-25,,0,297637,FALSE,3,city,SP
Taboão da Serra,3552809,1,0.34523,2020-03-25,1,1,289664,FALSE,1,city,SP
Taubaté,3554102,1,0.31754,2020-03-25,,0,314924,FALSE,3,city,SP
Valinhos,3556206,1,0.77404,2020-03-25,,0,129193,FALSE,1,city,SP
Vargem Grande Paulista,3556453,0,,2020-03-25,,1,52597,FALSE,2,city,SP
,35,862,1.87722,2020-03-25,0.0557,48,45919049,FALSE,27,state,SP
Palmas,1721000,7,2.34014,2020-03-25,,,299127,FALSE,7,city,TO
,17,7,0.44505,2020-03-25,,,1572866,FALSE,6,state,TO
Rio Branco,1200401,21,5.15566,2020-03-24,,0,407319,FALSE,8,city,AC
,12,21,2.38113,2020-03-24,,0,881935,FALSE,8,state,AC
Maceió,2704302,10,0.9814,2020-03-24,,0,1018948,FALSE,14,city,AL
,27,10,0.29964,2020-03-24,,0,3337357,FALSE,14,state,AL
Manaus,1302603,45,2.06161,2020-03-24,,,2182763,FALSE,8,city,AM
